date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:34	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-609f769fa4533%22	http://localhost/site1/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost/site1/wordpress/landing-page/)
23:04:34	1107/1107	---M--	200	added ('OK')	text/css	etag:%22453-60a97e80913dd%22	http://localhost/site1/wordpress/wp-content/uploads/elementor/css/post-6.css?ver=1700497409	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/elementor/css/post-637a2.css	(from http://localhost/site1/wordpress/landing-page/)
23:04:35	13381/13381	---M--	200	added ('OK')	text/css	etag:%223445-60a9ed4f73a94%22	http://localhost/site1/wordpress/wp-content/uploads/elementor/css/post-885.css?ver=1700527149	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/elementor/css/post-8857d8a.css	(from http://localhost/site1/wordpress/landing-page/)
23:04:35	51623/51623	---M--	200	added ('OK')	text/css	etag:%22c9a7-60a35c43b1c95%22	http://localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.4.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/css/widgetsaec2.css	(from http://localhost/site1/wordpress/landing-page/)
23:04:36	6067/6067	---M--	200	added ('OK')	text/css	etag:%2217b3-60a35dc6b2c38%22	http://localhost/site1/wordpress/wp-content/plugins/ocean-social-sharing/assets/css/style.min.css?ver=6.4.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/ocean-social-sharing/assets/css/style.minaec2.css	(from http://localhost/site1/wordpress/landing-page/)
23:04:37	1698/1698	---M--	200	added ('OK')	image/png	etag:%226a2-60a56662c7647%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-cropped-logoFA-32x32.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-cropped-logoFA-32x32.png	(from http://localhost/site1/wordpress/landing-page/)
23:04:40	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100%22	http://localhost/site1/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/site1/wordpress/landing-page/)
23:04:41	15854/15854	---M--	200	added ('OK')	image/png	etag:%223dee-60a56662c1ad6%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-cropped-logoFA-192x192.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-cropped-logoFA-192x192.png	(from http://localhost/site1/wordpress/landing-page/)
23:04:41	14507/14507	---M--	200	added ('OK')	image/png	etag:%2238ab-60a56662c6904%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-cropped-logoFA-180x180.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-cropped-logoFA-180x180.png	(from http://localhost/site1/wordpress/landing-page/)
23:04:42	14015/14015	---M--	200	added ('OK')	image/png	etag:%2236bf-60a36be2614e9%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-logoFA.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/cropped-logoFA.png	(from http://localhost/site1/wordpress/landing-page/)
23:04:47	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-603fed35e19c0%22	http://localhost/site1/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/site1/wordpress/landing-page/)
23:04:47	33170/33170	---M--	200	added ('OK')	image/jpeg	etag:%228192-60a818e6578e1%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/modelos-landing-page-rd-station.jpg	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/modelos-landing-page-rd-station.jpg	(from http://localhost/site1/wordpress/landing-page/)
23:04:48	44213/44213	---M--	200	added ('OK')	image/jpeg	etag:%22acb5-60a8184fe1a11%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/modelo-de-landing-page-2.jpeg	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/modelo-de-landing-page-2.jpg	(from http://localhost/site1/wordpress/landing-page/)
23:04:48	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-609f769f7385a%22	http://localhost/site1/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.17.3	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min8864.css	(from http://localhost/site1/wordpress/landing-page/)
23:04:50	10770/10770	---M--	200	added ('OK')	application/javascript	etag:%222a12-60a3b86d69ad2%22	http://localhost/site1/wordpress/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.2	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/contact-form-7/includes/swv/js/index080f.js	(from http://localhost/site1/wordpress/landing-page/)
23:04:53	12943/12943	---M--	200	added ('OK')	application/javascript	etag:%22328f-60a3b86d5d6d0%22	http://localhost/site1/wordpress/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.2	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/contact-form-7/includes/js/index080f.js	(from http://localhost/site1/wordpress/landing-page/)
23:04:53	30990/30990	---M--	200	added ('OK')	image/png	etag:%22790e-60a81829b8fa8%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/exemplo-landing-page-syhus.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/exemplo-landing-page-syhus.png	(from http://localhost/site1/wordpress/landing-page/)
23:04:54	5520/5520	---M--	200	added ('OK')	application/javascript	etag:%221590-602a9bd204080%22	http://localhost/site1/wordpress/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-includes/js/imagesloaded.minbb93.js	(from http://localhost/site1/wordpress/landing-page/)
23:04:58	19719/19719	---M--	200	added ('OK')	application/javascript	etag:%224d07-60a359e02b696%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/theme.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/theme.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:00	14087/14087	---M--	200	added ('OK')	application/javascript	etag:%223707-60a359e023ae9%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/drop-down-mobile-menu.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/drop-down-mobile-menu.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:04	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%224ef8-60a359e02bcac%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:05	4111/4111	---M--	200	added ('OK')	application/javascript	etag:%22100f-60a359e027bed%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/ow-lightbox.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/ow-lightbox.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:08	92989/92989	---M--	200	added ('OK')	application/javascript	etag:%2216b3d-60a9f472865d6%22	http://localhost/site1/wordpress/wp-content/plugins/v-form/assets/js/custom.js?ver=1.0.0	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/v-form/assets/js/custom8a54.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:08	2002/2002	---M--	200	added ('OK')	application/javascript	etag:%227d2-60a359e027bed%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/ow-slider.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/ow-slider.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:11	11887/11887	---M--	200	added ('OK')	application/javascript	etag:%222e6f-60a359e027bed%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/scroll-effect.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/scroll-effect.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:12	8989/8989	---M--	200	added ('OK')	application/javascript	etag:%22231d-60a359e027bed%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/scroll-top.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/scroll-top.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:13	196188/196188	---M--	200	added ('OK')	image/png	etag:%222fe5c-60a8184598a0d%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/image6_pagina_epica_landing_page-pt_br-mw-v1.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/image6_pagina_epica_landing_page-pt_br-mw-v1.png	(from http://localhost/site1/wordpress/landing-page/)
23:05:13	5181/5181	---M--	200	added ('OK')	application/javascript	etag:%22143d-60a359e027bed%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/select.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/select.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:14	474/474	---M--	200	added ('OK')	application/javascript	etag:%221da-60a35dc6b3af0%22	http://localhost/site1/wordpress/wp-content/plugins/ocean-social-sharing/assets/js/social.js?ver=2.0.5	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/ocean-social-sharing/assets/js/socialc1b4.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:14	57513/57513	---M--	200	added ('OK')	application/javascript	etag:%22e0a9-60a359e02bcac%22	http://localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.min.js?ver=3.5.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.min9d52.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:14	7437/7437	---M--	200	added ('OK')	application/javascript	etag:%221d0d-60a9fd4489e93%22	http://localhost/site1/wordpress/wp-content/plugins/wp-whatsapp-chat/build/frontend/js/index.js?ver=94d83fb2a949d0dce93a	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/wp-whatsapp-chat/build/frontend/js/index9ca6.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:14	4997/4997	---M--	200	added ('OK')	application/javascript	etag:%221385-609f769f7385a%22	http://localhost/site1/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.17.3	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min8864.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:16	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-609f769fa4533%22	http://localhost/site1/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:18	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400%22	http://localhost/site1/wordpress/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:21	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5e9aa27ccd240%22	http://localhost/site1/wordpress/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-includes/js/underscore.mind584.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:22	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5e913c0b08e80%22	http://localhost/site1/wordpress/wp-includes/js/wp-util.min.js?ver=6.4.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-includes/js/wp-util.minaec2.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:22	771/771	---M--	200	added ('OK')	application/javascript	etag:%22303-60a35dd00997d%22	http://localhost/site1/wordpress/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.4.1	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minda65.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:23	40436/40436	---M--	200	added ('OK')	application/javascript	etag:%229df4-609f769f47e3d%22	http://localhost/site1/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/elementor/assets/js/frontend.min8864.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:23	3767/3767	---M--	200	added ('OK')	image/png	etag:%22eb7-60a9f47285c04%22	http://localhost/site1/wordpress/wp-content/plugins/v-form/assets/images/form.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/v-form/assets/images/form.png	(from http://localhost/site1/wordpress/wp-content/plugins/v-form/assets/css/style.css?ver=6.4.1)
23:05:23	60151/60151	---M--	200	added ('OK')	application/javascript	etag:%22eaf7-609f769f4ad99%22	http://localhost/site1/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.17.3	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min8864.js	(from http://localhost/site1/wordpress/landing-page/)
23:05:24	159/159	---M--	200	added ('OK')	image/png	etag:%229f-60a35c43b2860%22	http://localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/img/flickr.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/img/flickr.png	(from http://localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.4.1)
23:05:24	3853/3853	---M--	200	added ('OK')	image/png	etag:%22f0d-60a35c43b2860%22	http://localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	(from http://localhost/site1/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.4.1)
23:05:29	66470/66470	---M--	200	added ('OK')	image/jpeg	etag:%22103a6-60a81acaaf9eb%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/an-arrow-target-in-the-center-focalised-with-borders-out-of-focal-with-an-arrow-reaching-the-goal-1200x700.jpg	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/an-arrow-target-in-the-center-focalised-with-borders-out-of-focal-with-an-arrow-reaching-the-goal-1200x700.jpg	(from http://localhost/site1/wordpress/wp-content/uploads/elementor/css/post-885.css?ver=1700527149)
23:05:40	578089/578089	---M--	200	added ('OK')	image/png	etag:%228d229-60a8183a2111a%22	http://localhost/site1/wordpress/wp-content/uploads/2023/11/header.png	C:/Filippi/CODE/GIT/portfolio-wp/site1/localhost/site1/wordpress/wp-content/uploads/2023/11/header.png	(from http://localhost/site1/wordpress/landing-page/)
